user_index,age,height_cm,weight_kg,bmi,fitness_level,activity_level,workout_time_min,goal,individual_ability,exercise_id,difficulty,impact_level,knee_flexion_level,hip_load_level,shoulder_overhead_required,wrist_weight_bearing,back_load_level,ankle_load_level,floor_required,single_leg,measurement_type,target_sets,target_reps,target_duration_seconds
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.084,5.821,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,1.365,7.07,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,1.413,7.285,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.087,5.835,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.074,5.777,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,plank,3,0,0,0,0,1,2,0,1,0,time,1.098,,15.468
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.089,5.844,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.087,5.831,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.087,5.834,
2094,42,181.8,74.1,22.42,1,1,15,strength,1.1335,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.096,5.874,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.673,,43.116
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.543,12.32,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.143,10.539,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.338,11.407,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.028,10.024,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.55,,40.953
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.457,11.935,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.493,12.098,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.44,11.862,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.886,13.849,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.935,14.064,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.365,11.525,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.196,10.773,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,plank,3,0,0,0,0,1,2,0,1,0,time,2.302,,36.61
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.561,12.402,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.527,12.248,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.436,11.843,
2095,30,169.4,61.8,21.54,4,5,20,endurance,0.8685,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.57,12.439,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.531,,40.632
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.541,12.309,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.087,10.289,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.284,11.166,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.908,9.489,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.498,,40.04
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.428,11.805,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.47,11.996,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.241,10.974,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.755,13.264,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.733,13.164,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.291,11.198,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.011,9.95,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,plank,3,0,0,0,0,1,2,0,1,0,time,2.225,,35.249
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.452,11.916,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.317,11.313,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.373,11.561,
2096,32,157.3,70.8,28.61,5,3,30,endurance,0.8502,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.363,11.517,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.533,,40.657
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.331,11.373,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.029,10.032,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.051,10.129,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.874,9.34,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.408,,38.461
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.423,11.785,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.307,11.269,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.224,10.898,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.675,12.909,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.769,13.325,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.363,11.516,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.985,9.834,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,plank,3,0,0,0,0,1,2,0,1,0,time,2.186,,34.574
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.365,11.527,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.24,10.97,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.366,11.53,
2097,53,182.9,91.3,27.29,4,5,15,general_fitness,0.8593,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.24,10.969,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.108,,33.205
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.829,9.136,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.44,7.408,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.557,7.925,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.307,6.813,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.794,,27.695
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.761,8.834,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.754,8.805,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.651,8.346,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.013,9.957,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.091,10.305,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.689,8.516,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.41,7.273,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,plank,3,0,0,0,0,1,2,0,1,0,time,1.669,,25.493
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.74,8.744,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.699,8.561,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.754,8.805,
2098,32,179.4,46.2,14.35,2,4,30,strength,0.8918,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.794,8.985,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.554,,41.031
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.484,12.058,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.991,9.858,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.229,10.923,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.799,9.006,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.341,,37.287
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.292,11.2,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.418,11.761,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.162,10.621,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.66,12.841,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.791,13.424,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.225,10.905,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.956,9.704,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,plank,3,0,0,0,0,1,2,0,1,0,time,2.068,,32.506
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.232,10.932,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.264,11.078,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.303,11.252,
2099,34,172.9,83.1,27.8,3,5,15,strength,0.9576,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.24,10.97,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,march_in_place,1,0,1,1,0,0,0,1,0,0,time,3.457,,56.882
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,3.168,15.105,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.771,13.337,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.897,13.896,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.632,12.715,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,wall_sit,1,0,2,2,0,0,1,1,0,0,time,3.115,,50.873
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,3.022,14.453,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,3.136,14.96,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.98,14.268,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,3.599,17.024,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,3.47,16.448,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,3.088,14.746,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.886,13.849,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,plank,3,0,0,0,0,1,2,0,1,0,time,2.994,,48.741
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,3.281,15.608,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,3.054,14.598,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,3.001,14.358,
2100,22,164.5,106.2,39.25,5,5,20,general_fitness,1.0275,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,3.205,15.269,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.82,,45.693
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.526,12.244,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.221,10.885,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.276,11.131,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.07,10.212,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.572,,41.352
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.52,12.218,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.46,11.948,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.322,11.337,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.885,13.845,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.987,14.299,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.389,11.636,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.153,10.58,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,plank,3,0,0,0,0,1,2,0,1,0,time,2.306,,36.675
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.459,11.947,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.447,11.89,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.483,12.054,
2101,24,163.7,103.7,38.7,5,2,30,general_fitness,0.9902,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.561,12.402,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.78,,44.993
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.527,12.249,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.15,10.57,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.324,11.344,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.997,9.886,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.518,,40.391
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.475,12.018,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.469,11.992,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.365,11.529,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.794,13.438,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.921,14.003,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.421,11.776,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.16,10.615,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,plank,3,0,0,0,0,1,2,0,1,0,time,2.355,,37.539
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.65,12.796,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.358,11.495,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.383,11.606,
2102,63,155.1,107.2,44.56,5,3,30,general_fitness,0.9432,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.52,12.216,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,march_in_place,1,0,1,1,0,0,0,1,0,0,time,1.662,,25.378
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.45,7.45,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.077,5.789,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.19,6.29,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.074,5.775,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.418,,21.086
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.399,7.225,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.395,7.204,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.23,6.47,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,1.724,8.671,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,1.833,9.155,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.28,6.695,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.085,5.822,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,plank,3,0,0,0,0,1,2,0,1,0,time,1.222,,17.643
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.394,7.201,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.295,6.759,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.355,7.027,
2103,35,175.7,95.3,30.87,3,1,15,general_fitness,0.8769,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.399,7.222,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.752,,44.509
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.529,12.258,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.223,10.896,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.397,11.668,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.049,10.119,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.468,,39.519
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.504,12.147,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.446,11.887,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.359,11.498,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.913,13.967,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.919,13.996,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.455,11.927,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.021,9.994,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,plank,3,0,0,0,0,1,2,0,1,0,time,2.375,,37.879
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.419,11.767,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.509,12.167,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.401,11.687,
2104,38,186.2,80.0,23.07,3,4,15,strength,1.1405,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.449,11.901,
2105,60,163.1,71.4,26.84,5,2,15,endurance,1.0825,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.902,,47.134
2105,60,163.1,71.4,26.84,5,2,15,endurance,1.0825,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.728,13.142,
2105,60,163.1,71.4,26.84,5,2,15,endurance,1.0825,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.37,11.55,
